Problem,Number of Iterations,Termination Criterion,Makespan,Time (s),%Gap
Taillard Benchmark/ta73.txt,50,10,6024.0,10.21875,6.1%
Taillard Benchmark/ta73.txt,50,20,6044.0,9.84375,6.5%
Taillard Benchmark/ta73.txt,100,5,5961.0,21.8125,5.0%
Taillard Benchmark/ta73.txt,100,10,5889.0,20.328125,3.7%
Taillard Benchmark/ta73.txt,100,20,5996.0,20.203125,5.6%
Taillard Benchmark/ta73.txt,250,5,5864.0,52.953125,3.3%
Taillard Benchmark/ta73.txt,250,10,5903.0,51.203125,4.0%
Taillard Benchmark/ta73.txt,250,20,5923.0,49.4375,4.3%
Taillard Benchmark/ta73.txt,500,5,5932.0,106.9375,4.5%
Taillard Benchmark/ta73.txt,500,10,5818.0,101.984375,2.5%
Taillard Benchmark/ta73.txt,500,20,5891.0,99.71875,3.8%
Taillard Benchmark/ta73.txt,1000,5,5909.0,215.375,4.1%
Taillard Benchmark/ta73.txt,1000,10,5908.0,207.25,4.1%
Taillard Benchmark/ta73.txt,1000,20,5913.0,203.21875,4.2%
Taillard Benchmark/ta73.txt,2500,5,5958.0,537.09375,4.9%
Taillard Benchmark/ta73.txt,2500,10,5843.0,516.75,2.9%
Taillard Benchmark/ta73.txt,2500,20,5789.0,499.4375,2.0%
Taillard Benchmark/ta74.txt,50,5,6261.0,10.78125,8.1%
Taillard Benchmark/ta74.txt,50,10,6211.0,10.359375,7.3%
Taillard Benchmark/ta74.txt,50,20,6295.0,9.6875,8.7%
Taillard Benchmark/ta74.txt,100,5,6305.0,21.5,8.9%
Taillard Benchmark/ta74.txt,100,10,6191.0,20.671875,6.9%
Taillard Benchmark/ta74.txt,100,20,6195.0,19.984375,7.0%
Taillard Benchmark/ta74.txt,250,5,6213.0,54.09375,7.3%
Taillard Benchmark/ta74.txt,250,10,6174.0,52.078125,6.6%
Taillard Benchmark/ta74.txt,250,20,6076.0,49.8125,4.9%
Taillard Benchmark/ta74.txt,500,5,6255.0,107.625,8.0%
Taillard Benchmark/ta74.txt,500,10,6106.0,103.03125,5.4%
Taillard Benchmark/ta74.txt,500,20,6141.0,99.546875,6.0%
Taillard Benchmark/ta74.txt,1000,5,6217.0,213.25,7.4%
Taillard Benchmark/ta74.txt,1000,10,6108.0,206.296875,5.5%
Taillard Benchmark/ta74.txt,1000,20,6069.0,198.671875,4.8%
Taillard Benchmark/ta74.txt,2500,5,6193.0,536.890625,6.9%
Taillard Benchmark/ta74.txt,2500,10,6170.0,514.21875,6.5%
Taillard Benchmark/ta74.txt,2500,20,6041.0,498.359375,4.3%
Taillard Benchmark/ta75.txt,50,5,5935.0,10.546875,8.5%
Taillard Benchmark/ta75.txt,50,10,5950.0,10.390625,8.8%
Taillard Benchmark/ta75.txt,50,20,5954.0,9.796875,8.9%
Taillard Benchmark/ta75.txt,100,5,5996.0,21.0625,9.7%
Taillard Benchmark/ta75.txt,100,10,5861.0,20.375,7.2%
Taillard Benchmark/ta75.txt,100,20,5873.0,20.03125,7.4%
Taillard Benchmark/ta75.txt,250,5,5864.0,53.09375,7.2%
Taillard Benchmark/ta75.txt,250,10,5805.0,51.484375,6.2%
Taillard Benchmark/ta75.txt,250,20,5806.0,49.828125,6.2%
Taillard Benchmark/ta75.txt,500,5,5813.0,107.4375,6.3%
Taillard Benchmark/ta75.txt,500,10,5795.0,102.65625,6.0%
Taillard Benchmark/ta75.txt,500,20,5784.0,99.625,5.8%
Taillard Benchmark/ta75.txt,1000,5,5902.0,215.21875,7.9%
Taillard Benchmark/ta75.txt,1000,10,5761.0,205.96875,5.4%
Taillard Benchmark/ta75.txt,1000,20,5839.0,198.75,6.8%
Taillard Benchmark/ta75.txt,2500,5,5933.0,536.171875,8.5%
Taillard Benchmark/ta75.txt,2500,10,5744.0,515.390625,5.0%
Taillard Benchmark/ta75.txt,2500,20,5736.0,497.75,4.9%
Taillard Benchmark/ta76.txt,50,5,5679.0,10.359375,7.1%
Taillard Benchmark/ta76.txt,50,10,5732.0,10.0,8.1%
Taillard Benchmark/ta76.txt,50,20,5664.0,10.03125,6.8%
Taillard Benchmark/ta76.txt,100,5,5690.0,21.28125,7.3%
Taillard Benchmark/ta76.txt,100,10,5633.0,20.078125,6.2%
Taillard Benchmark/ta76.txt,100,20,5655.0,19.8125,6.6%
Taillard Benchmark/ta76.txt,250,5,5713.0,53.75,7.7%
Taillard Benchmark/ta76.txt,250,10,5604.0,51.8125,5.7%
Taillard Benchmark/ta76.txt,250,20,5580.0,49.828125,5.2%
Taillard Benchmark/ta76.txt,500,5,5608.0,106.765625,5.8%
Taillard Benchmark/ta76.txt,500,10,5563.0,102.4375,4.9%
Taillard Benchmark/ta76.txt,500,20,5562.0,100.796875,4.9%
Taillard Benchmark/ta76.txt,1000,5,5683.0,216.984375,7.2%
Taillard Benchmark/ta76.txt,1000,10,5512.0,206.859375,3.9%
Taillard Benchmark/ta76.txt,1000,20,5475.0,200.640625,3.2%
Taillard Benchmark/ta76.txt,2500,5,5561.0,543.34375,4.9%
Taillard Benchmark/ta76.txt,2500,10,5502.0,517.234375,3.8%
Taillard Benchmark/ta76.txt,2500,20,5440.0,500.828125,2.6%
Taillard Benchmark/ta77.txt,50,5,5872.0,10.859375,4.9%
Taillard Benchmark/ta77.txt,50,10,5922.0,9.96875,5.8%
Taillard Benchmark/ta77.txt,50,20,5840.0,9.9375,4.3%
Taillard Benchmark/ta77.txt,100,5,5913.0,21.21875,5.6%
Taillard Benchmark/ta77.txt,100,10,5837.0,20.625,4.3%
Taillard Benchmark/ta77.txt,100,20,5937.0,20.125,6.0%
Taillard Benchmark/ta77.txt,250,5,5854.0,53.96875,4.6%
Taillard Benchmark/ta77.txt,250,10,5804.0,51.21875,3.7%
Taillard Benchmark/ta77.txt,250,20,5836.0,49.9375,4.2%
Taillard Benchmark/ta77.txt,500,5,5843.0,107.25,4.4%
Taillard Benchmark/ta77.txt,500,10,5807.0,102.78125,3.7%
Taillard Benchmark/ta77.txt,500,20,5811.0,100.59375,3.8%
Taillard Benchmark/ta77.txt,1000,5,5834.0,215.609375,4.2%
Taillard Benchmark/ta77.txt,1000,10,5796.0,204.90625,3.5%
Taillard Benchmark/ta77.txt,1000,20,5765.0,199.234375,3.0%
Taillard Benchmark/ta77.txt,2500,5,5909.0,563.78125,5.5%
Taillard Benchmark/ta77.txt,2500,10,5773.0,519.03125,3.1%
Taillard Benchmark/ta77.txt,2500,20,5741.0,495.3125,2.5%
Taillard Benchmark/ta78.txt,50,5,5960.0,10.640625,6.0%
Taillard Benchmark/ta78.txt,50,10,6001.0,9.8125,6.7%
Taillard Benchmark/ta78.txt,50,20,6039.0,9.984375,7.4%
Taillard Benchmark/ta78.txt,100,5,6019.0,20.765625,7.0%
Taillard Benchmark/ta78.txt,100,10,5955.0,20.515625,5.9%
Taillard Benchmark/ta78.txt,100,20,5951.0,19.53125,5.8%
Taillard Benchmark/ta78.txt,250,5,5926.0,53.3125,5.4%
Taillard Benchmark/ta78.txt,250,10,5907.0,50.5,5.1%
Taillard Benchmark/ta78.txt,250,20,5824.0,49.21875,3.6%
Taillard Benchmark/ta78.txt,500,5,5916.0,107.484375,5.2%
Taillard Benchmark/ta78.txt,500,10,5884.0,102.5625,4.6%
Taillard Benchmark/ta78.txt,500,20,5877.0,99.453125,4.5%
Taillard Benchmark/ta78.txt,1000,5,6022.0,213.828125,7.1%
Taillard Benchmark/ta78.txt,1000,10,5846.0,204.1875,4.0%
Taillard Benchmark/ta78.txt,1000,20,5798.0,198.234375,3.1%
Taillard Benchmark/ta78.txt,2500,5,6001.0,534.828125,6.7%
Taillard Benchmark/ta78.txt,2500,10,5876.0,512.828125,4.5%
Taillard Benchmark/ta78.txt,2500,20,5820.0,493.375,3.5%
Taillard Benchmark/ta79.txt,50,5,6285.0,10.6875,7.0%
Taillard Benchmark/ta79.txt,50,10,6169.0,10.109375,5.0%
Taillard Benchmark/ta79.txt,50,20,6165.0,9.5625,4.9%
Taillard Benchmark/ta79.txt,100,5,6158.0,21.375,4.8%
Taillard Benchmark/ta79.txt,100,10,6096.0,20.34375,3.8%
Taillard Benchmark/ta79.txt,100,20,6163.0,19.359375,4.9%
Taillard Benchmark/ta79.txt,250,5,6139.0,53.453125,4.5%
Taillard Benchmark/ta79.txt,250,10,6102.0,50.78125,3.9%
Taillard Benchmark/ta79.txt,250,20,6110.0,49.453125,4.0%
Taillard Benchmark/ta79.txt,500,5,6189.0,105.59375,5.3%
Taillard Benchmark/ta79.txt,500,10,6060.0,101.21875,3.1%
Taillard Benchmark/ta79.txt,500,20,6049.0,98.34375,3.0%
Taillard Benchmark/ta79.txt,1000,5,6117.0,213.453125,4.1%
Taillard Benchmark/ta79.txt,1000,10,6061.0,205.4375,3.2%
Taillard Benchmark/ta79.txt,1000,20,5989.0,199.578125,1.9%
Taillard Benchmark/ta79.txt,2500,5,6131.0,536.15625,4.4%
Taillard Benchmark/ta79.txt,2500,10,6061.0,514.8125,3.2%
Taillard Benchmark/ta79.txt,2500,20,6035.0,500.34375,2.7%
Taillard Benchmark/ta80.txt,50,5,6153.0,10.6875,5.3%
Taillard Benchmark/ta80.txt,50,10,6165.0,10.0,5.5%
Taillard Benchmark/ta80.txt,50,20,6200.0,10.140625,6.1%
Taillard Benchmark/ta80.txt,100,5,6203.0,22.28125,6.1%
Taillard Benchmark/ta80.txt,100,10,6013.0,20.390625,2.9%
Taillard Benchmark/ta80.txt,100,20,6112.0,20.09375,4.6%
Taillard Benchmark/ta80.txt,250,5,6069.0,53.6875,3.8%
Taillard Benchmark/ta80.txt,250,10,6053.0,51.5,3.6%
Taillard Benchmark/ta80.txt,250,20,6023.0,49.71875,3.0%
Taillard Benchmark/ta80.txt,500,5,6145.0,107.84375,5.1%
Taillard Benchmark/ta80.txt,500,10,6068.0,103.09375,3.8%
Taillard Benchmark/ta80.txt,500,20,6055.0,98.65625,3.6%
Taillard Benchmark/ta80.txt,1000,5,6088.0,215.0625,4.2%
Taillard Benchmark/ta80.txt,1000,10,6081.0,205.234375,4.0%
Taillard Benchmark/ta80.txt,1000,20,6056.0,199.265625,3.6%
Taillard Benchmark/ta80.txt,2500,5,6138.0,532.640625,5.0%
Taillard Benchmark/ta80.txt,2500,10,5967.0,543.65625,2.1%
Taillard Benchmark/ta80.txt,2500,20,6019.0,531.4375,3.0%
Taillard Benchmark/ta81.txt,50,5,6948.0,15.078125,10.5%
Taillard Benchmark/ta81.txt,50,10,6974.0,13.890625,10.9%
Taillard Benchmark/ta81.txt,50,20,7109.0,13.9375,13.1%
Taillard Benchmark/ta81.txt,100,5,7016.0,29.9375,11.6%
Taillard Benchmark/ta81.txt,100,10,6935.0,28.9375,10.3%
Taillard Benchmark/ta81.txt,100,20,6927.0,28.046875,10.2%
Taillard Benchmark/ta81.txt,250,5,7019.0,75.765625,11.7%
Taillard Benchmark/ta81.txt,250,10,6974.0,72.109375,10.9%
Taillard Benchmark/ta81.txt,250,20,6897.0,70.890625,9.7%
Taillard Benchmark/ta81.txt,500,5,6987.0,150.0625,11.2%
Taillard Benchmark/ta81.txt,500,10,6829.0,148.34375,8.6%
Taillard Benchmark/ta81.txt,500,20,6709.0,141.671875,6.7%
Taillard Benchmark/ta81.txt,1000,5,6972.0,303.0625,10.9%
Taillard Benchmark/ta81.txt,1000,10,6796.0,290.203125,8.1%
Taillard Benchmark/ta81.txt,1000,20,6768.0,284.125,7.7%
Taillard Benchmark/ta81.txt,2500,5,6922.0,772.71875,10.1%
Taillard Benchmark/ta81.txt,2500,10,6846.0,911.3125,8.9%
Taillard Benchmark/ta81.txt,2500,20,6694.0,773.84375,6.5%
Taillard Benchmark/ta82.txt,50,5,6986.0,17.390625,11.9%
Taillard Benchmark/ta82.txt,50,10,7073.0,14.71875,13.3%
Taillard Benchmark/ta82.txt,50,20,6930.0,14.1875,11.0%
Taillard Benchmark/ta82.txt,100,5,7108.0,30.375,13.9%
Taillard Benchmark/ta82.txt,100,10,6888.0,30.484375,10.4%
Taillard Benchmark/ta82.txt,100,20,7030.0,29.328125,12.6%
Taillard Benchmark/ta82.txt,250,5,6959.0,77.796875,11.5%
Taillard Benchmark/ta82.txt,250,10,6831.0,88.71875,9.5%
Taillard Benchmark/ta82.txt,250,20,6801.0,91.609375,9.0%
Taillard Benchmark/ta82.txt,500,5,6941.0,172.75,11.2%
Taillard Benchmark/ta82.txt,500,10,6855.0,161.3125,9.8%
Taillard Benchmark/ta82.txt,500,20,6830.0,153.671875,9.4%
Taillard Benchmark/ta82.txt,1000,5,6892.0,311.703125,10.4%
Taillard Benchmark/ta82.txt,1000,10,6776.0,324.015625,8.6%
Taillard Benchmark/ta82.txt,1000,20,6770.0,321.3125,8.5%
Taillard Benchmark/ta82.txt,2500,5,7033.0,816.875,12.7%
Taillard Benchmark/ta82.txt,2500,10,6804.0,728.40625,9.0%
Taillard Benchmark/ta82.txt,2500,20,6689.0,768.34375,7.2%
Taillard Benchmark/ta83.txt,50,5,7028.0,17.765625,11.0%
Taillard Benchmark/ta83.txt,50,10,6998.0,16.5,10.6%
Taillard Benchmark/ta83.txt,50,20,7084.0,16.15625,11.9%
Taillard Benchmark/ta83.txt,100,5,7039.0,36.171875,11.2%
Taillard Benchmark/ta83.txt,100,10,7011.0,32.203125,10.8%
Taillard Benchmark/ta83.txt,100,20,6966.0,28.796875,10.1%
Taillard Benchmark/ta83.txt,250,5,7042.0,81.625,11.3%
Taillard Benchmark/ta83.txt,250,10,6936.0,77.328125,9.6%
Taillard Benchmark/ta83.txt,250,20,6894.0,76.078125,8.9%
Taillard Benchmark/ta83.txt,500,5,7068.0,154.9375,11.7%
Taillard Benchmark/ta83.txt,500,10,6879.0,149.34375,8.7%
Taillard Benchmark/ta83.txt,500,20,6910.0,143.6875,9.2%
Taillard Benchmark/ta83.txt,1000,5,7116.0,348.453125,12.4%
Taillard Benchmark/ta83.txt,1000,10,6864.0,261.984375,8.5%
Taillard Benchmark/ta83.txt,1000,20,6675.0,276.078125,5.5%
Taillard Benchmark/ta83.txt,2500,5,7028.0,663.15625,11.0%
Taillard Benchmark/ta83.txt,2500,10,6851.0,674.609375,8.2%
Taillard Benchmark/ta83.txt,2500,20,6788.0,716.84375,7.3%
Taillard Benchmark/ta84.txt,50,5,7028.0,15.125,11.4%
Taillard Benchmark/ta84.txt,50,10,6961.0,14.4375,10.4%
Taillard Benchmark/ta84.txt,50,20,6921.0,14.046875,9.8%
Taillard Benchmark/ta84.txt,100,5,7104.0,29.953125,12.7%
Taillard Benchmark/ta84.txt,100,10,6977.0,29.3125,10.6%
Taillard Benchmark/ta84.txt,100,20,6838.0,28.640625,8.4%
Taillard Benchmark/ta84.txt,250,5,6971.0,79.46875,10.5%
Taillard Benchmark/ta84.txt,250,10,6869.0,78.953125,8.9%
Taillard Benchmark/ta84.txt,250,20,6902.0,75.4375,9.5%
Taillard Benchmark/ta84.txt,500,5,6944.0,163.625,10.1%
Taillard Benchmark/ta84.txt,500,10,6918.0,152.703125,9.7%
Taillard Benchmark/ta84.txt,500,20,6885.0,142.390625,9.2%
Taillard Benchmark/ta84.txt,1000,5,6923.0,305.4375,9.8%
Taillard Benchmark/ta84.txt,1000,10,6883.0,291.96875,9.2%
Taillard Benchmark/ta84.txt,1000,20,6729.0,286.796875,6.7%
Taillard Benchmark/ta84.txt,2500,5,6981.0,804.390625,10.7%
Taillard Benchmark/ta84.txt,2500,10,6835.0,766.03125,8.4%
Taillard Benchmark/ta84.txt,2500,20,6724.0,735.875,6.6%
Taillard Benchmark/ta85.txt,50,5,7178.0,14.859375,12.6%
Taillard Benchmark/ta85.txt,50,10,7115.0,14.328125,11.6%
Taillard Benchmark/ta85.txt,50,20,7148.0,14.15625,12.1%
Taillard Benchmark/ta85.txt,100,5,7086.0,30.71875,11.1%
Taillard Benchmark/ta85.txt,100,10,7032.0,29.90625,10.3%
Taillard Benchmark/ta85.txt,100,20,7037.0,28.59375,10.3%
Taillard Benchmark/ta85.txt,250,5,7017.0,76.65625,10.0%
Taillard Benchmark/ta85.txt,250,10,7018.0,73.046875,10.1%
Taillard Benchmark/ta85.txt,250,20,7033.0,70.9375,10.3%
Taillard Benchmark/ta85.txt,500,5,7026.0,160.375,10.2%
Taillard Benchmark/ta85.txt,500,10,6993.0,175.9375,9.7%
Taillard Benchmark/ta85.txt,500,20,6886.0,172.328125,8.0%
Taillard Benchmark/ta85.txt,1000,5,7022.0,377.765625,10.1%
Taillard Benchmark/ta85.txt,1000,10,6908.0,361.84375,8.3%
Taillard Benchmark/ta85.txt,1000,20,6793.0,340.703125,6.5%
Taillard Benchmark/ta85.txt,2500,5,7100.0,852.890625,11.3%
Taillard Benchmark/ta85.txt,2500,10,6813.0,792.265625,6.8%
Taillard Benchmark/ta85.txt,2500,20,6794.0,749.96875,6.5%
Taillard Benchmark/ta86.txt,50,5,7223.0,20.25,12.2%
Taillard Benchmark/ta86.txt,50,10,7145.0,18.65625,11.0%
Taillard Benchmark/ta86.txt,50,20,7136.0,18.75,10.9%
Taillard Benchmark/ta86.txt,100,5,7103.0,39.515625,10.3%
Taillard Benchmark/ta86.txt,100,10,7152.0,38.46875,11.1%
Taillard Benchmark/ta86.txt,100,20,7073.0,35.625,9.9%
Taillard Benchmark/ta86.txt,250,5,7130.0,99.5,10.8%
Taillard Benchmark/ta86.txt,250,10,6993.0,88.171875,8.6%
Taillard Benchmark/ta86.txt,250,20,7053.0,84.625,9.6%
Taillard Benchmark/ta86.txt,500,5,7197.0,183.0,11.8%
Taillard Benchmark/ta86.txt,500,10,6992.0,174.234375,8.6%
Taillard Benchmark/ta86.txt,500,20,7012.0,169.265625,8.9%
Taillard Benchmark/ta86.txt,1000,5,7022.0,363.671875,9.1%
Taillard Benchmark/ta86.txt,1000,10,6952.0,347.484375,8.0%
Taillard Benchmark/ta86.txt,1000,20,6900.0,337.21875,7.2%
Taillard Benchmark/ta86.txt,2500,5,7099.0,902.5,10.3%
Taillard Benchmark/ta86.txt,2500,10,6942.0,868.265625,7.8%
Taillard Benchmark/ta86.txt,2500,20,6811.0,843.625,5.8%
Taillard Benchmark/ta87.txt,50,5,7248.0,17.9375,14.2%
Taillard Benchmark/ta87.txt,50,10,7147.0,17.15625,12.6%
Taillard Benchmark/ta87.txt,50,20,7124.0,16.578125,12.3%
Taillard Benchmark/ta87.txt,100,5,7036.0,36.265625,10.9%
Taillard Benchmark/ta87.txt,100,10,7078.0,34.859375,11.5%
Taillard Benchmark/ta87.txt,100,20,7054.0,33.78125,11.2%
Taillard Benchmark/ta87.txt,250,5,7104.0,90.0625,11.9%
Taillard Benchmark/ta87.txt,250,10,7092.0,86.21875,11.8%
Taillard Benchmark/ta87.txt,250,20,7027.0,84.5,10.7%
Taillard Benchmark/ta87.txt,500,5,7146.0,180.4375,12.6%
Taillard Benchmark/ta87.txt,500,10,6945.0,173.375,9.4%
Taillard Benchmark/ta87.txt,500,20,6898.0,168.328125,8.7%
Taillard Benchmark/ta87.txt,1000,5,7042.0,360.15625,11.0%
Taillard Benchmark/ta87.txt,1000,10,6949.0,345.296875,9.5%
Taillard Benchmark/ta87.txt,1000,20,6858.0,338.0625,8.1%
Taillard Benchmark/ta87.txt,2500,5,7119.0,922.859375,12.2%
Taillard Benchmark/ta87.txt,2500,10,6868.0,876.71875,8.2%
Taillard Benchmark/ta87.txt,2500,20,6864.0,854.28125,8.2%
Taillard Benchmark/ta88.txt,50,5,7355.0,17.6875,13.5%
Taillard Benchmark/ta88.txt,50,10,7225.0,16.96875,11.5%
Taillard Benchmark/ta88.txt,50,20,7208.0,16.453125,11.2%
Taillard Benchmark/ta88.txt,100,5,7296.0,38.0,12.6%
Taillard Benchmark/ta88.txt,100,10,7080.0,34.03125,9.2%
Taillard Benchmark/ta88.txt,100,20,7194.0,34.375,11.0%
Taillard Benchmark/ta88.txt,250,5,7280.0,88.765625,12.3%
Taillard Benchmark/ta88.txt,250,10,7144.0,84.71875,10.2%
Taillard Benchmark/ta88.txt,250,20,7138.0,84.34375,10.1%
Taillard Benchmark/ta88.txt,500,5,7187.0,184.859375,10.9%
Taillard Benchmark/ta88.txt,500,10,7080.0,180.765625,9.2%
Taillard Benchmark/ta88.txt,500,20,7067.0,167.703125,9.0%
Taillard Benchmark/ta88.txt,1000,5,7243.0,357.453125,11.8%
Taillard Benchmark/ta88.txt,1000,10,7029.0,344.671875,8.5%
Taillard Benchmark/ta88.txt,1000,20,6960.0,348.796875,7.4%
Taillard Benchmark/ta88.txt,2500,5,7306.0,920.828125,12.7%
Taillard Benchmark/ta88.txt,2500,10,7071.0,877.890625,9.1%
Taillard Benchmark/ta88.txt,2500,20,6882.0,942.78125,6.2%
Taillard Benchmark/ta89.txt,50,5,7177.0,18.6875,12.9%
Taillard Benchmark/ta89.txt,50,10,7068.0,17.0,11.2%
Taillard Benchmark/ta89.txt,50,20,7112.0,16.546875,11.9%
Taillard Benchmark/ta89.txt,100,5,7132.0,35.96875,12.2%
Taillard Benchmark/ta89.txt,100,10,7054.0,34.15625,10.9%
Taillard Benchmark/ta89.txt,100,20,7100.0,33.375,11.7%
Taillard Benchmark/ta89.txt,250,5,7088.0,96.125,11.5%
Taillard Benchmark/ta89.txt,250,10,6903.0,90.71875,8.6%
Taillard Benchmark/ta89.txt,250,20,6975.0,91.609375,9.7%
Taillard Benchmark/ta89.txt,500,5,7003.0,199.625,10.1%
Taillard Benchmark/ta89.txt,500,10,6927.0,189.84375,8.9%
Taillard Benchmark/ta89.txt,500,20,6900.0,179.359375,8.5%
Taillard Benchmark/ta89.txt,1000,5,7112.0,377.25,11.9%
Taillard Benchmark/ta89.txt,1000,10,6884.0,364.71875,8.3%
Taillard Benchmark/ta89.txt,1000,20,6756.0,355.703125,6.3%
Taillard Benchmark/ta89.txt,2500,5,7121.0,874.15625,12.0%
Taillard Benchmark/ta89.txt,2500,10,6872.0,822.71875,8.1%
Taillard Benchmark/ta89.txt,2500,20,6757.0,808.734375,6.3%
Taillard Benchmark/ta90.txt,50,5,7205.0,15.96875,11.4%
Taillard Benchmark/ta90.txt,50,10,7202.0,15.53125,11.4%
Taillard Benchmark/ta90.txt,50,20,7162.0,14.734375,10.8%
Taillard Benchmark/ta90.txt,100,5,7136.0,31.90625,10.4%
Taillard Benchmark/ta90.txt,100,10,7104.0,30.640625,9.9%
Taillard Benchmark/ta90.txt,100,20,6996.0,30.0625,8.2%
Taillard Benchmark/ta90.txt,250,5,7160.0,80.640625,10.8%
Taillard Benchmark/ta90.txt,250,10,6961.0,77.28125,7.7%
Taillard Benchmark/ta90.txt,250,20,7049.0,74.921875,9.0%
Taillard Benchmark/ta90.txt,500,5,7087.0,158.828125,9.6%
Taillard Benchmark/ta90.txt,500,10,7019.0,153.453125,8.6%
Taillard Benchmark/ta90.txt,500,20,6966.0,141.625,7.7%
Taillard Benchmark/ta90.txt,1000,5,7094.0,318.03125,9.7%
Taillard Benchmark/ta90.txt,1000,10,6983.0,313.578125,8.0%
Taillard Benchmark/ta90.txt,1000,20,6850.0,283.546875,6.0%
Taillard Benchmark/ta90.txt,2500,5,7115.0,760.5625,10.1%
Taillard Benchmark/ta90.txt,2500,10,6951.0,726.890625,7.5%
Taillard Benchmark/ta90.txt,2500,20,6876.0,712.609375,6.4%
